country,year,sex,age,cases_no,population,gdp_for_year_usd
Russian Federation,1997,female,35-54 years,2819.0,21047500,404926534140
Russian Federation,1997,female,25-34 years,15.0,9833800,404926534140
Russian Federation,1997,female,15-24 years,945.0,10556600,404926534140
Russian Federation,1997,male,5-14 years,346.0,11444500,404926534140
Russian Federation,1997,female,5-14 years,76.0,10988200,404926534140
Russian Federation,1998,male,35-54 years,1858.0,20487900,270953116950
Russian Federation,1998,male,75+ years,111.0,1261400,270953116950
Russian Federation,1998,male,55-74 years,9683.0,11058100,270953116950
Russian Federation,1998,male,25-34 years,7634.0,10104200,270953116950
Russian Federation,1998,male,15-24 years,5729.0,11040600,270953116950
Russian Federation,1998,female,75+ years,1431.0,4434700,270953116950
Russian Federation,1998,female,55-74 years,2917.0,17046200,270953116950
Russian Federation,1998,female,35-54 years,2715.0,21695000,270953116950
Russian Federation,1998,female,25-34 years,92.0,9685600,270953116950
Russian Federation,1998,female,15-24 years,927.0,10752700,270953116950
Russian Federation,1998,male,5-14 years,333.0,11006800,270953116950
Russian Federation,1998,female,5-14 years,79.0,10548900,270953116950
Russian Federation,1999,male,55-74 years,169.0,10669100,195905767669
Russian Federation,1999,male,35-54 years,275.0,21016400,195905767669
Russian Federation,1999,male,75+ years,1128.0,1310400,195905767669
Russian Federation,1999,male,25-34 years,811.0,10022400,195905767669
Russian Federation,1999,male,15-24 years,612.0,11232900,195905767669
Russian Federation,1999,female,75+ years,149.0,4569600,195905767669
Russian Federation,1999,female,55-74 years,372.0,16457600,195905767669
Russian Federation,1999,female,35-54 years,3128.0,22337800,195905767669
Russian Federation,1999,female,25-34 years,141.0,9616300,195905767669
Russian Federation,1999,female,15-24 years,18.0,10957600,195905767669
Russian Federation,1999,male,5-14 years,42.0,10490300,195905767669
Russian Federation,1999,female,5-14 years,98.0,10037400,195905767669
Russian Federation,2000,male,35-54 years,2163.0,21378098,259708496267
Russian Federation,2000,male,55-74 years,9656.0,10282841,259708496267
Russian Federation,2000,male,25-34 years,8654.0,10025181,259708496267
Russian Federation,2000,male,75+ years,1165.0,1380292,259708496267
Russian Federation,2000,male,15-24 years,6578.0,11393600,259708496267
Russian Federation,2000,female,75+ years,1382.0,4729070,259708496267
Russian Federation,2000,female,55-74 years,2646.0,15887955,259708496267
Russian Federation,2000,female,35-54 years,2926.0,22830770,259708496267
Russian Federation,2000,female,25-34 years,127.0,9648389,259708496267
Russian Federation,2000,female,15-24 years,115.0,11120027,259708496267
Russian Federation,2000,male,5-14 years,44.0,9986252,259708496267
Russian Federation,2000,female,5-14 years,13.0,9543220,259708496267
Russian Federation,2001,male,35-54 years,21262.0,21476420,306602673980
Russian Federation,2001,male,55-74 years,9234.0,10030533,306602673980
Russian Federation,2001,male,25-34 years,8886.0,10078045,306602673980
Russian Federation,2001,male,75+ years,1236.0,1485110,306602673980
Russian Federation,2001,male,15-24 years,6945.0,11547645,306602673980
Russian Federation,2001,female,75+ years,1349.0,4919708,306602673980
Russian Federation,2001,female,55-74 years,2471.0,15506563,306602673980
Russian Federation,2001,female,35-54 years,292.0,23046634,306602673980
Russian Federation,2001,female,25-34 years,187.0,9733290,306602673980
Russian Federation,2001,female,15-24 years,165.0,11270161,306602673980
Russian Federation,2001,male,5-14 years,389.0,9428879,306602673980
Russian Federation,2001,female,5-14 years,114.0,8998521,306602673980
Russian Federation,2002,male,35-54 years,2119.0,21320535,345110438692
Russian Federation,2002,male,55-74 years,885.0,9892090,345110438692
Russian Federation,2002,male,25-34 years,8696.0,10156286,345110438692
Russian Federation,2002,male,75+ years,1297.0,1622258,345110438692
Russian Federation,2002,male,15-24 years,6667.0,11714752,345110438692
Russian Federation,2002,female,75+ years,1452.0,5126645,345110438692
Russian Federation,2002,female,55-74 years,2472.0,15292297,345110438692
Russian Federation,2002,female,35-54 years,291.0,22995821,345110438692
Russian Federation,2002,female,25-34 years,186.0,9838656,345110438692
Russian Federation,2002,female,15-24 years,154.0,11425220,345110438692
Russian Federation,2002,male,5-14 years,338.0,8810074,345110438692
Russian Federation,2002,female,5-14 years,83.0,8396266,345110438692
Russian Federation,2003,male,75+ years,1497.0,1648684,430347770732
Russian Federation,2003,male,35-54 years,18681.0,21007346,430347770732
Russian Federation,2003,male,55-74 years,8314.0,9920853,430347770732
Russian Federation,2003,male,25-34 years,885.0,10260634,430347770732
Russian Federation,2003,male,15-24 years,6134.0,12256012,430347770732
Russian Federation,2003,female,75+ years,142.0,5170321,430347770732
Russian Federation,2003,female,55-74 years,2214.0,15243314,430347770732
Russian Federation,2003,female,35-54 years,2718.0,23024470,430347770732
Russian Federation,2003,female,25-34 years,15.0,10257511,430347770732
Russian Federation,2003,female,15-24 years,969.0,11942216,430347770732
Russian Federation,2003,male,5-14 years,284.0,8328381,430347770732
Russian Federation,2003,female,5-14 years,79.0,7960126,430347770732
Russian Federation,2004,male,75+ years,158.0,1776778,591016690743
Russian Federation,2004,male,35-54 years,17465.0,20843896,591016690743
Russian Federation,2004,male,55-74 years,7715.0,9924764,591016690743
Russian Federation,2004,male,25-34 years,7955.0,10461766,591016690743
Russian Federation,2004,male,15-24 years,5891.0,12425537,591016690743
Russian Federation,2004,female,75+ years,1398.0,5370057,591016690743
Russian Federation,2004,female,55-74 years,229.0,15236313,591016690743
Russian Federation,2004,female,35-54 years,2668.0,22956701,591016690743
Russian Federation,2004,female,25-34 years,142.0,10494419,591016690743
Russian Federation,2004,female,15-24 years,992.0,12088752,591016690743
Russian Federation,2004,male,5-14 years,288.0,7919935,591016690743
Russian Federation,2004,female,5-14 years,73.0,7572781,591016690743
Russian Federation,2005,male,75+ years,1599.0,1885942,764017107992
Russian Federation,2005,male,35-54 years,15843.0,20550405,764017107992
Russian Federation,2005,male,25-34 years,7796.0,10578048,764017107992
Russian Federation,2005,male,55-74 years,7144.0,9977150,764017107992
Russian Federation,2005,male,15-24 years,575.0,12357989,764017107992
Russian Federation,2005,female,75+ years,134.0,5535287,764017107992
Russian Federation,2005,female,55-74 years,1884.0,15297324,764017107992
Russian Federation,2005,female,35-54 years,2311.0,22722081,764017107992
Russian Federation,2005,female,25-34 years,992.0,10640505,764017107992
Russian Federation,2005,female,15-24 years,94.0,12011488,764017107992
Russian Federation,2005,male,5-14 years,26.0,7467908,764017107992
Russian Federation,2005,female,5-14 years,69.0,7138064,764017107992
Russian Federation,2006,male,75+ years,171.0,1966649,989930542279
Russian Federation,2006,male,25-34 years,7584.0,10691395,989930542279
Russian Federation,2006,male,35-54 years,142.0,20336306,989930542279
Russian Federation,2006,male,55-74 years,6562.0,10054153,989930542279
Russian Federation,2006,male,15-24 years,5319.0,12174930,989930542279
Russian Federation,2006,female,75+ years,141.0,5646287,989930542279
Russian Federation,2006,female,55-74 years,1719.0,15405634,989930542279
Russian Federation,2006,female,35-54 years,2189.0,22545749,989930542279
Russian Federation,2006,female,25-34 years,974.0,10784340,989930542279
Russian Federation,2006,female,15-24 years,869.0,11819245,989930542279
Russian Federation,2006,male,5-14 years,21.0,7123987,989930542279
Russian Federation,2006,female,5-14 years,75.0,6808787,989930542279
Russian Federation,2007,male,75+ years,166.0,2015773,1299705247686
Russian Federation,2007,male,25-34 years,7483.0,10843276,1299705247686
Russian Federation,2007,male,35-54 years,1365.0,20173873,1299705247686
Russian Federation,2007,male,55-74 years,6151.0,10209479,1299705247686
Russian Federation,2007,male,15-24 years,5257.0,11862129,1299705247686
Russian Federation,2007,female,75+ years,1358.0,5710937,1299705247686
Russian Federation,2007,female,55-74 years,1738.0,15620091,1299705247686
Russian Federation,2007,female,35-54 years,2176.0,22379725,1299705247686
Russian Federation,2007,female,25-34 years,151.0,10944247,1299705247686
Russian Federation,2007,female,15-24 years,949.0,11502702,1299705247686
Russian Federation,2007,male,5-14 years,192.0,6911384,1299705247686
Russian Federation,2007,female,5-14 years,69.0,6605348,1299705247686
Russian Federation,2008,male,75+ years,1712.0,2029226,1660844408500
Russian Federation,2008,male,25-34 years,686.0,11091377,1660844408500
Russian Federation,2008,male,35-54 years,11848.0,20041975,1660844408500
Russian Federation,2008,male,55-74 years,5855.0,10403205,1660844408500
Russian Federation,2008,male,15-24 years,4863.0,11377099,1660844408500
Russian Federation,2008,female,75+ years,1285.0,5714841,1660844408500
Russian Federation,2008,female,55-74 years,1613.0,15906813,1660844408500
Russian Federation,2008,female,35-54 years,24.0,22229346,1660844408500
Russian Federation,2008,female,25-34 years,981.0,11179123,1660844408500
Russian Federation,2008,female,15-24 years,916.0,11025088,1660844408500
Russian Federation,2008,male,5-14 years,148.0,6848169,1660844408500
Russian Federation,2008,female,5-14 years,9.0,6539687,1660844408500
Russian Federation,2009,male,75+ years,1534.0,2012787,1222643696992
Russian Federation,2009,male,25-34 years,7233.0,11373727,1222643696992
Russian Federation,2009,male,35-54 years,11721.0,19901557,1222643696992
Russian Federation,2009,male,55-74 years,5637.0,10645241,1222643696992
Russian Federation,2009,male,15-24 years,4632.0,10819693,1222643696992
Russian Federation,2009,female,75+ years,1133.0,5657810,1222643696992
Russian Federation,2009,female,55-74 years,1519.0,16287675,1222643696992
Russian Federation,2009,female,35-54 years,193.0,22050450,1222643696992
Russian Federation,2009,female,25-34 years,986.0,11440839,1222643696992
Russian Federation,2009,female,15-24 years,839.0,10472951,1222643696992
Russian Federation,2009,male,5-14 years,166.0,6869835,1222643696992
Russian Federation,2009,female,5-14 years,78.0,6552868,1222643696992
Russian Federation,2010,male,75+ years,156.0,2023458,1524916112079
Russian Federation,2010,male,25-34 years,658.0,11398127,1524916112079
Russian Federation,2010,male,35-54 years,134.0,19786280,1524916112079
Russian Federation,2010,male,55-74 years,5178.0,11174530,1524916112079
Russian Federation,2010,male,15-24 years,3934.0,10546669,1524916112079
Russian Federation,2010,female,75+ years,141.0,5711389,1524916112079
Russian Federation,2010,female,55-74 years,1354.0,16921727,1524916112079
Russian Federation,2010,female,25-34 years,893.0,11473939,1524916112079
Russian Federation,2010,female,35-54 years,168.0,21894031,1524916112079
Russian Federation,2010,female,15-24 years,763.0,10241329,1524916112079
Russian Federation,2010,male,5-14 years,131.0,7012170,1524916112079
Russian Federation,2010,female,5-14 years,64.0,6682338,1524916112079
Russian Federation,2011,male,75+ years,1485.0,2093449,2051661732060
Russian Federation,2011,male,25-34 years,611.0,11598196,2051661732060
Russian Federation,2011,male,35-54 years,9411.0,19684905,2051661732060
Russian Federation,2011,male,55-74 years,4892.0,11401026,2051661732060
Russian Federation,2011,male,15-24 years,3569.0,10070836,2051661732060
Russian Federation,2011,female,75+ years,113.0,5829088,2051661732060
Russian Federation,2011,female,15-24 years,74.0,9723773,2051661732060
Russian Federation,2011,female,55-74 years,13.0,17200185,2051661732060
Russian Federation,2011,female,25-34 years,843.0,11638171,2051661732060
Russian Federation,2011,female,35-54 years,1515.0,21733089,2051661732060
Russian Federation,2011,male,5-14 years,12.0,7052757,2051661732060
Russian Federation,2011,female,5-14 years,67.0,6720399,2051661732060
Russian Federation,2012,male,75+ years,1486.0,2211989,2210256976945
Russian Federation,2012,male,25-34 years,5762.0,11845892,2210256976945
Russian Federation,2012,male,35-54 years,8755.0,19588712,2210256976945
Russian Federation,2012,male,55-74 years,484.0,11597408,2210256976945
Russian Federation,2012,male,15-24 years,3275.0,9484213,2210256976945
Russian Federation,2012,female,75+ years,195.0,6062562,2210256976945
Russian Federation,2012,female,25-34 years,866.0,11827264,2210256976945
Russian Federation,2012,female,35-54 years,1572.0,21564691,2210256976945
Russian Federation,2012,female,55-74 years,1229.0,17375445,2210256976945
Russian Federation,2012,female,15-24 years,627.0,9131383,2210256976945
Russian Federation,2012,male,5-14 years,17.0,7159170,2210256976945
Russian Federation,2012,female,5-14 years,65.0,6819793,2210256976945
Russian Federation,2013,male,75+ years,1549.0,2349484,2297128039058
Russian Federation,2013,male,25-34 years,5825.0,12057910,2297128039058
Russian Federation,2013,male,35-54 years,8815.0,19484117,2297128039058
Russian Federation,2013,male,55-74 years,4644.0,11808589,2297128039058
Russian Federation,2013,male,15-24 years,277.0,8908926,2297128039058
Russian Federation,2013,female,75+ years,1.0,6355318,2297128039058
Russian Federation,2013,female,35-54 years,1454.0,21385188,2297128039058
Russian Federation,2013,female,25-34 years,83.0,11984461,2297128039058
Russian Federation,2013,female,55-74 years,1154.0,17517861,2297128039058
Russian Federation,2013,female,15-24 years,511.0,8554683,2297128039058
Russian Federation,2013,male,5-14 years,111.0,7327888,2297128039058
Russian Federation,2013,female,5-14 years,54.0,6979537,2297128039058
Russian Federation,2014,male,75+ years,1597.0,2349484,2063662665172
Russian Federation,2014,male,25-34 years,5276.0,12057910,2063662665172
Russian Federation,2014,male,35-54 years,815.0,19484117,2063662665172
Russian Federation,2014,male,55-74 years,451.0,11808589,2063662665172
Russian Federation,2014,male,15-24 years,2311.0,8908926,2063662665172
Russian Federation,2014,female,75+ years,119.0,6355318,2063662665172
Russian Federation,2014,female,55-74 years,115.0,17517861,2063662665172
Russian Federation,2014,female,35-54 years,1297.0,21385188,2063662665172
Russian Federation,2014,female,25-34 years,723.0,11984461,2063662665172
Russian Federation,2014,female,15-24 years,467.0,8554683,2063662665172
Russian Federation,2014,male,5-14 years,96.0,7327888,2063662665172
Russian Federation,2014,female,5-14 years,44.0,6979537,2063662665172
Russian Federation,2015,male,75+ years,1519.0,2608590,1368400705491
Russian Federation,2015,male,35-54 years,7898.0,19598084,1368400705491
Russian Federation,2015,male,25-34 years,4994.0,12407057,1368400705491
Russian Federation,2015,male,55-74 years,4443.0,12564884,1368400705491
Russian Federation,2015,male,15-24 years,1928.0,7995706,1368400705491
Russian Federation,2015,female,75+ years,953.0,6957819,1368400705491
Russian Federation,2015,female,35-54 years,1391.0,21387236,1368400705491
Russian Federation,2015,female,25-34 years,73.0,12264840,1368400705491
Russian Federation,2015,female,55-74 years,162.0,18280577,1368400705491
Russian Federation,2015,female,15-24 years,378.0,7653174,1368400705491
Russian Federation,2015,male,5-14 years,79.0,7836667,1368400705491
Russian Federation,2015,female,5-14 years,57.0,7464309,1368400705491
Saint Lucia,1986,male,35-54 years,3.0,8300,289689704
Saint Lucia,1986,male,25-34 years,2.0,8400,289689704
Saint Lucia,1987,male,55-74 years,3.0,4900,319998987
Saint Lucia,1987,male,25-34 years,3.0,8900,319998987
Saint Lucia,1987,male,35-54 years,2.0,8700,319998987
Saint Lucia,1987,male,15-24 years,2.0,14600,319998987
Saint Lucia,1987,female,25-34 years,1.0,10200,319998987
Saint Lucia,1988,female,75+ years,1.0,1600,366541091
Saint Lucia,1988,male,55-74 years,2.0,4900,366541091
Saint Lucia,1988,female,55-74 years,2.0,6300,366541091
Saint Lucia,1988,male,35-54 years,2.0,8800,366541091
Saint Lucia,1988,male,25-34 years,1.0,9000,366541091
Saint Lucia,1988,male,15-24 years,1.0,14800,366541091
Saint Lucia,1988,female,5-14 years,1.0,15300,366541091
Saint Lucia,1989,male,55-74 years,2.0,6532,415518112
Saint Lucia,1989,female,55-74 years,1.0,7188,415518112
Saint Lucia,1989,male,25-34 years,1.0,9610,415518112
Saint Lucia,1989,female,25-34 years,1.0,10069,415518112
Saint Lucia,1989,male,35-54 years,1.0,10292,415518112
Saint Lucia,1989,male,15-24 years,1.0,13777,415518112
Saint Lucia,1989,female,15-24 years,1.0,14172,415518112
Saint Lucia,1990,male,25-34 years,1.0,9974,483962431
Saint Lucia,1990,female,25-34 years,1.0,10489,483962431
Saint Lucia,1990,male,15-24 years,1.0,13592,483962431
Saint Lucia,1991,male,75+ years,1.0,1687,513753818
Saint Lucia,1991,male,25-34 years,2.0,10359,513753818
Saint Lucia,1991,male,35-54 years,2.0,11009,513753818
Saint Lucia,1991,male,15-24 years,1.0,13648,513753818
Saint Lucia,1992,male,35-54 years,7.0,11354,566894749
Saint Lucia,1992,male,15-24 years,3.0,13607,566894749
Saint Lucia,1992,male,55-74 years,1.0,6939,566894749
Saint Lucia,1993,male,35-54 years,5.0,11725,574870405
Saint Lucia,1993,male,25-34 years,2.0,10951,574870405
Saint Lucia,1993,male,55-74 years,1.0,6955,574870405
Saint Lucia,1994,male,35-54 years,2.0,12160,600005564
Saint Lucia,1994,male,15-24 years,2.0,13371,600005564
Saint Lucia,1994,female,15-24 years,2.0,13897,600005564
Saint Lucia,1995,male,25-34 years,4.0,11345,640449501
Saint Lucia,1995,male,35-54 years,3.0,12673,640449501
Saint Lucia,1995,male,15-24 years,2.0,13265,640449501
Saint Lucia,1995,female,35-54 years,1.0,12984,640449501
Saint Lucia,1996,male,25-34 years,2.0,11467,662196185
Saint Lucia,1996,male,35-54 years,2.0,13179,662196185
Saint Lucia,1996,male,15-24 years,2.0,13444,662196185
Saint Lucia,1996,female,55-74 years,1.0,7391,662196185
Saint Lucia,1997,male,75+ years,1.0,2293,676949594
Saint Lucia,1997,male,55-74 years,2.0,6918,676949594
Saint Lucia,1997,male,35-54 years,3.0,13783,676949594
Saint Lucia,1997,male,15-24 years,2.0,13692,676949594
Saint Lucia,1997,male,25-34 years,1.0,11568,676949594
Saint Lucia,1998,male,75+ years,1.0,2345,737554872
Saint Lucia,1998,female,75+ years,1.0,3134,737554872
Saint Lucia,1998,male,25-34 years,2.0,11650,737554872
Saint Lucia,1998,male,35-54 years,2.0,14443,737554872
Saint Lucia,1998,female,35-54 years,2.0,14857,737554872
Saint Lucia,1999,male,55-74 years,2.0,6904,775934813
Saint Lucia,1999,male,25-34 years,3.0,11720,775934813
Saint Lucia,1999,male,15-24 years,1.0,14330,775934813
Saint Lucia,1999,female,15-24 years,1.0,14777,775934813
Saint Lucia,1999,male,35-54 years,1.0,15112,775934813
Saint Lucia,2000,male,75+ years,2.0,2398,784159229
Saint Lucia,2000,male,55-74 years,3.0,6940,784159229
Saint Lucia,2000,male,25-34 years,3.0,11783,784159229
Saint Lucia,2000,female,55-74 years,1.0,7546,784159229
Saint Lucia,2000,male,35-54 years,2.0,15752,784159229
Saint Lucia,2000,female,25-34 years,1.0,12690,784159229
Saint Lucia,2000,female,35-54 years,1.0,16209,784159229
Saint Lucia,2000,male,5-14 years,1.0,17324,784159229
Saint Lucia,2001,male,25-34 years,3.0,11897,743808076
Saint Lucia,2001,male,55-74 years,1.0,6930,743808076
Saint Lucia,2001,male,15-24 years,2.0,15031,743808076
Saint Lucia,2001,male,35-54 years,1.0,16328,743808076
Saint Lucia,2002,male,75+ years,2.0,2451,748346606
Saint Lucia,2002,female,75+ years,1.0,3217,748346606
Saint Lucia,2002,male,25-34 years,2.0,12017,748346606
Saint Lucia,2002,male,55-74 years,1.0,6972,748346606
Saint Lucia,2002,male,15-24 years,2.0,15388,748346606
Saint Lucia,2002,female,55-74 years,1.0,7756,748346606
Saint Lucia,2002,female,15-24 years,1.0,15885,748346606
Saint Lucia,2002,male,35-54 years,1.0,16874,748346606
Saint Lucia,2002,female,35-54 years,1.0,17427,748346606
Saint Lucia,2003,male,75+ years,1.0,2427,823837141
Saint Lucia,2003,female,75+ years,1.0,3171,823837141
Saint Lucia,2003,male,25-34 years,2.0,12157,823837141
Saint Lucia,2003,male,55-74 years,1.0,7068,823837141
Saint Lucia,2003,female,15-24 years,2.0,16282,823837141
Saint Lucia,2003,male,15-24 years,1.0,15746,823837141
Saint Lucia,2003,male,35-54 years,1.0,17412,823837141
Saint Lucia,2003,female,35-54 years,1.0,18027,823837141
Saint Lucia,2004,male,55-74 years,2.0,7220,893107211
Saint Lucia,2004,male,35-54 years,4.0,17965,893107211
Saint Lucia,2004,male,25-34 years,2.0,12342,893107211
Saint Lucia,2005,male,35-54 years,2.0,18544,951207366
Saint Lucia,2005,male,25-34 years,1.0,12581,951207366
Saint Lucia,2005,male,15-24 years,1.0,16438,951207366
Saint Lucia,2006,male,55-74 years,1.0,7889,1134193630
Saint Lucia,2006,male,35-54 years,1.0,19427,1134193630
Saint Lucia,2009,male,35-54 years,6.0,21964,1262973407
Saint Lucia,2009,male,55-74 years,2.0,9605,1262973407
Saint Lucia,2009,male,15-24 years,3.0,15639,1262973407
Saint Lucia,2009,male,25-34 years,2.0,13332,1262973407
Saint Lucia,2010,male,55-74 years,2.0,10246,1381968259
Saint Lucia,2010,female,15-24 years,1.0,15678,1381968259
Saint Lucia,2010,male,35-54 years,1.0,22681,1381968259
Saint Lucia,2011,male,55-74 years,3.0,10517,1437684815
Saint Lucia,2011,male,35-54 years,4.0,23081,1437684815
Saint Lucia,2011,male,25-34 years,1.0,13402,1437684815
Saint Lucia,2012,male,75+ years,1.0,2977,1436803333
Saint Lucia,2012,male,35-54 years,4.0,23432,1436803333
Saint Lucia,2012,male,55-74 years,1.0,10788,1436803333
Saint Lucia,2012,male,25-34 years,1.0,13446,1436803333
Saint Lucia,2012,male,5-14 years,1.0,13592,1436803333
Saint Lucia,2012,male,15-24 years,1.0,16016,1436803333
Saint Lucia,2012,female,35-54 years,1.0,24624,1436803333
Saint Lucia,2013,male,75+ years,1.0,3037,1489928889
Saint Lucia,2013,male,25-34 years,3.0,13451,1489928889
Saint Lucia,2013,male,55-74 years,2.0,11088,1489928889
Saint Lucia,2013,male,35-54 years,4.0,23758,1489928889
Saint Lucia,2013,male,15-24 years,2.0,16184,1489928889
Saint Lucia,2013,male,5-14 years,1.0,13116,1489928889
Saint Lucia,2013,female,35-54 years,1.0,24949,1489928889
Saint Lucia,2014,male,55-74 years,3.0,11439,1551921037
Saint Lucia,2014,male,25-34 years,3.0,13477,1551921037
Saint Lucia,2014,male,35-54 years,4.0,24066,1551921037
Saint Lucia,2014,female,25-34 years,2.0,14165,1551921037
Saint Lucia,2014,female,15-24 years,1.0,16194,1551921037
Saint Lucia,2014,male,15-24 years,1.0,16267,1551921037
Saint Vincent and Grenadines,1985,male,35-54 years,2.0,6100,145641704
Saint Vincent and Grenadines,1990,male,25-34 years,3.0,8514,240365259
Saint Vincent and Grenadines,1990,male,55-74 years,1.0,4229,240365259
Saint Vincent and Grenadines,1990,male,35-54 years,1.0,7593,240365259
Saint Vincent and Grenadines,1995,male,35-54 years,4.0,9078,316008481
Saint Vincent and Grenadines,1995,male,55-74 years,1.0,4642,316008481
Saint Vincent and Grenadines,1995,male,25-34 years,1.0,9023,316008481
Saint Vincent and Grenadines,1995,male,15-24 years,1.0,11449,316008481
Saint Vincent and Grenadines,1996,male,25-34 years,4.0,9020,331489704
Saint Vincent and Grenadines,1996,male,35-54 years,2.0,9518,331489704
Saint Vincent and Grenadines,1996,female,35-54 years,1.0,9172,331489704
Saint Vincent and Grenadines,1996,male,15-24 years,1.0,11360,331489704
Saint Vincent and Grenadines,1997,male,25-34 years,1.0,8956,347770000
Saint Vincent and Grenadines,1997,male,35-54 years,1.0,10022,347770000
Saint Vincent and Grenadines,1997,male,15-24 years,1.0,11269,347770000
Saint Vincent and Grenadines,1998,male,75+ years,1.0,1251,373619852
Saint Vincent and Grenadines,1998,male,55-74 years,2.0,4684,373619852
Saint Vincent and Grenadines,1998,male,35-54 years,4.0,10556,373619852
Saint Vincent and Grenadines,1998,male,25-34 years,3.0,8852,373619852
Saint Vincent and Grenadines,1999,male,35-54 years,4.0,11082,390719148
Saint Vincent and Grenadines,1999,male,55-74 years,1.0,4717,390719148
Saint Vincent and Grenadines,1999,male,5-14 years,1.0,11747,390719148
Saint Vincent and Grenadines,2000,male,35-54 years,3.0,11565,396270000
Saint Vincent and Grenadines,2000,male,15-24 years,2.0,11006,396270000
Saint Vincent and Grenadines,2001,male,75+ years,1.0,1260,430040370
Saint Vincent and Grenadines,2001,male,35-54 years,3.0,11990,430040370
Saint Vincent and Grenadines,2001,male,25-34 years,2.0,8657,430040370
Saint Vincent and Grenadines,2001,male,55-74 years,1.0,4798,430040370
Saint Vincent and Grenadines,2001,female,25-34 years,1.0,8112,430040370
Saint Vincent and Grenadines,2002,male,75+ years,2.0,1270,461883444
Saint Vincent and Grenadines,2002,male,35-54 years,2.0,12383,461883444
Saint Vincent and Grenadines,2002,male,25-34 years,1.0,8713,461883444
Saint Vincent and Grenadines,2002,male,15-24 years,1.0,10839,461883444
Saint Vincent and Grenadines,2002,female,35-54 years,1.0,11640,461883444
Saint Vincent and Grenadines,2003,male,25-34 years,2.0,8774,481806296
Saint Vincent and Grenadines,2003,male,55-74 years,1.0,4931,481806296
Saint Vincent and Grenadines,2003,male,35-54 years,1.0,12755,481806296
Saint Vincent and Grenadines,2004,male,55-74 years,1.0,5030,521975111
Saint Vincent and Grenadines,2004,male,35-54 years,2.0,13116,521975111
Saint Vincent and Grenadines,2004,male,25-34 years,1.0,8823,521975111
Saint Vincent and Grenadines,2005,male,15-24 years,4.0,10542,550728667
Saint Vincent and Grenadines,2005,male,35-54 years,2.0,13458,550728667
Saint Vincent and Grenadines,2005,male,25-34 years,1.0,8846,550728667
Saint Vincent and Grenadines,2005,female,35-54 years,1.0,12482,550728667
Saint Vincent and Grenadines,2006,male,75+ years,1.0,1269,610930037
Saint Vincent and Grenadines,2006,male,35-54 years,2.0,13702,610930037
Saint Vincent and Grenadines,2006,male,25-34 years,1.0,8894,610930037
Saint Vincent and Grenadines,2006,male,15-24 years,1.0,10473,610930037
Saint Vincent and Grenadines,2006,female,35-54 years,1.0,12698,610930037
Saint Vincent and Grenadines,2007,male,25-34 years,4.0,8927,651833333
Saint Vincent and Grenadines,2007,male,15-24 years,3.0,10403,651833333
Saint Vincent and Grenadines,2007,male,35-54 years,4.0,13920,651833333
Saint Vincent and Grenadines,2008,male,55-74 years,1.0,5420,695428852
Saint Vincent and Grenadines,2008,male,35-54 years,2.0,14103,695428852
Saint Vincent and Grenadines,2008,female,35-54 years,1.0,13057,695428852
Saint Vincent and Grenadines,2009,male,25-34 years,1.0,8944,674922481
Saint Vincent and Grenadines,2010,male,25-34 years,4.0,8930,681225963
Saint Vincent and Grenadines,2010,male,5-14 years,1.0,9962,681225963
Saint Vincent and Grenadines,2011,male,35-54 years,3.0,14471,676129407
Saint Vincent and Grenadines,2011,female,55-74 years,1.0,6091,676129407
Saint Vincent and Grenadines,2011,male,15-24 years,1.0,10177,676129407
Saint Vincent and Grenadines,2012,male,25-34 years,2.0,8898,692933741
Saint Vincent and Grenadines,2012,male,15-24 years,2.0,10078,692933741
Saint Vincent and Grenadines,2012,male,55-74 years,1.0,6126,692933741
Saint Vincent and Grenadines,2012,female,35-54 years,2.0,13558,692933741
Saint Vincent and Grenadines,2012,male,35-54 years,2.0,14545,692933741
Saint Vincent and Grenadines,2012,female,15-24 years,1.0,9859,692933741
Saint Vincent and Grenadines,2014,male,75+ years,1.0,1440,725185185
Saint Vincent and Grenadines,2014,male,25-34 years,1.0,8817,725185185
Saint Vincent and Grenadines,2015,female,5-14 years,1.0,9071,756666667
Saint Vincent and Grenadines,2015,male,15-24 years,1.0,9783,756666667
Saint Vincent and Grenadines,2015,male,35-54 years,1.0,14619,756666667
San Marino,1999,male,55-74 years,1.0,2542,1215640315
San Marino,1999,male,35-54 years,1.0,3998,1215640315
San Marino,2000,male,25-34 years,1.0,2116,1101897918
San Marino,2005,male,55-74 years,1.0,2940,1958711603
Serbia,1998,male,75+ years,147.0,123440,18284194680
Serbia,1998,male,55-74 years,382.0,817210,18284194680
Serbia,1998,female,75+ years,7.0,200874,18284194680
Serbia,1998,male,35-54 years,38.0,1082941,18284194680
Serbia,1998,male,25-34 years,17.0,480472,18284194680
Serbia,1998,female,55-74 years,197.0,969361,18284194680
Serbia,1998,male,15-24 years,68.0,521985,18284194680
Serbia,1998,female,35-54 years,13.0,1097115,18284194680
Serbia,1998,female,25-34 years,26.0,481780,18284194680
Serbia,1998,female,15-24 years,21.0,502071,18284194680
Serbia,1998,male,5-14 years,3.0,460897,18284194680
Serbia,1998,female,5-14 years,1.0,440856,18284194680
Serbia,1999,male,75+ years,168.0,129749,18409364147
Serbia,1999,female,75+ years,119.0,213084,18409364147
